YearsCodePro,JobSatisfaction,CodingLanguageNum,OfficeStackAsyncNum,OpSysProfessionalNum,NEWCollabToolsNum,WorkExp,DatabaseNum,PlatformNum,OfficeStackSyncNum,avg_score,ConvertedCompYearly,LogComp,Full-time Employment,Age_encoded,EdLevel_encoded,RemoteWork_encoded,Continent_encoded
8.0,0,5.0,2.0,2.0,5.0,8.0,1.0,2.0,2.0,3.25,26772.0,10.195111844220532,1,2,2,0,2
6.0,2,7.0,5.0,4.0,3.0,7.0,7.0,5.0,4.0,2.75,42836.0,10.665134149520766,0,1,5,2,2
16.0,1,3.0,1.0,1.0,3.0,18.0,2.0,1.0,3.0,4.25,28711.0,10.265035603577836,1,2,2,0,2
12.0,0,5.0,2.0,1.0,2.0,13.0,1.0,0.0,3.0,3.25,198389.0,12.197985028747471,1,2,2,0,2
15.0,1,7.0,2.0,1.0,1.0,25.0,2.0,1.0,2.0,3.875,182052.0,12.112047639536094,0,3,4,2,2
2.0,1,4.0,3.0,1.0,2.0,10.0,3.0,2.0,1.0,4.0,64254.0,11.07059925762893,1,2,6,0,2
16.0,0,8.0,6.0,2.0,4.0,17.0,9.0,6.0,5.0,3.625,122292.0,11.714166906616692,1,1,0,2,4
29.0,1,4.0,1.0,1.0,3.0,29.0,3.0,0.0,5.0,3.875,128507.0,11.76373865654189,1,3,2,1,2
5.0,0,10.0,8.0,4.0,12.0,1.0,7.0,4.0,7.0,3.5,69608.0,11.15063478224586,0,1,2,2,2
4.0,1,5.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,4.25,62326.0,11.040133953188832,1,1,1,0,2
19.0,1,3.0,1.0,1.0,2.0,19.0,1.0,2.0,3.0,3.875,53545.0,10.888277700834976,0,2,5,2,2
15.0,0,2.0,1.0,3.0,3.0,10.0,0.0,0.0,4.0,3.25,18946.0,9.84934810643548,1,2,4,0,2
7.0,0,1.0,3.0,2.0,3.0,6.0,0.0,2.0,1.0,3.625,93173.0,11.44221325913184,1,1,1,1,2
4.0,0,1.0,1.0,2.0,3.0,5.0,3.0,0.0,2.0,3.375,5906.0,8.683724062303869,1,1,0,1,5
6.0,0,3.0,1.0,3.0,2.0,5.0,2.0,0.0,3.0,3.375,52757.0,10.87345174395606,0,1,5,2,2
4.0,0,6.0,3.0,3.0,6.0,4.0,5.0,3.0,8.0,3.125,14540.0,9.58465875108751,1,1,1,2,1
3.0,1,5.0,1.0,4.0,0.0,3.0,0.0,2.0,2.0,4.125,4150.0,8.330863613224745,1,0,1,0,0
6.0,2,1.0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,2.25,77640.0,11.259838037282949,1,2,2,0,2
5.0,0,4.0,4.0,2.0,1.0,9.0,0.0,4.0,4.0,3.25,43794.0,10.687252100679688,1,1,6,2,2
15.0,2,19.0,5.0,4.0,8.0,15.0,11.0,8.0,10.0,2.625,160634.0,11.98688376419034,1,2,6,2,2
13.0,0,4.0,2.0,2.0,3.0,13.0,3.0,2.0,2.0,3.375,179653.0,12.098782491539447,1,2,2,0,2
12.0,1,5.0,2.0,1.0,2.0,15.0,3.0,3.0,2.0,3.875,91026.0,11.418900458976148,1,2,1,0,2
7.0,1,1.0,2.0,1.0,1.0,7.0,5.0,1.0,1.0,3.875,84413.0,11.343476697158906,1,1,1,1,1
10.0,2,1.0,3.0,3.0,2.0,10.0,5.0,1.0,3.0,2.75,53087.0,10.879687356164176,1,2,1,0,2
15.0,0,2.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,3.625,130345.0,11.777940060359745,1,2,1,2,2
25.0,0,7.0,0.0,1.0,2.0,25.0,1.0,3.0,4.0,3.25,172165.0,12.056208598284751,1,3,2,1,2
8.0,2,8.0,2.0,1.0,3.0,8.0,6.0,4.0,4.0,2.875,42836.0,10.665134149520766,1,1,5,1,2
7.0,1,6.0,4.0,5.0,2.0,7.0,0.0,1.0,3.0,3.75,41871.0,10.642348742176754,1,1,1,0,2
4.0,0,4.0,0.0,2.0,6.0,4.0,1.0,0.0,2.0,3.25,40694.0,10.613835940415848,1,1,2,0,2
6.0,0,5.0,0.0,2.0,1.0,6.0,7.0,2.0,3.0,3.625,78175.0,11.266705182326042,1,0,1,0,2
24.0,2,5.0,4.0,3.0,3.0,24.0,2.0,0.0,6.0,2.125,97451.0,11.487104966555709,1,2,2,2,2
6.0,1,2.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,3.75,77104.0,11.252910438880114,0,1,5,2,2
9.0,2,6.0,7.0,1.0,2.0,9.0,4.0,8.0,5.0,2.625,99156.0,11.504449646489183,1,1,1,0,4
21.0,1,5.0,4.0,3.0,5.0,21.0,2.0,0.0,7.0,3.75,51403.0,10.847451815498795,1,2,6,0,2
10.0,0,4.0,6.0,1.0,3.0,10.0,3.0,3.0,5.0,3.625,37481.0,10.531589416892908,1,2,6,2,2
25.0,0,5.0,1.0,1.0,3.0,25.0,1.0,1.0,2.0,3.25,48000.0,10.778956289890028,1,3,2,2,2
15.0,0,6.0,6.0,2.0,4.0,15.0,2.0,1.0,4.0,3.0,77104.0,11.252910438880114,1,2,1,0,2
11.0,1,2.0,3.0,1.0,2.0,8.0,3.0,1.0,2.0,4.125,40694.0,10.613835940415848,1,1,0,2,2
8.0,2,4.0,5.0,4.0,2.0,7.0,3.0,2.0,3.0,2.25,117903.0,11.677617531494358,1,1,2,0,2
10.0,2,3.0,1.0,1.0,3.0,10.0,1.0,1.0,4.0,2.875,27843.0,10.234336867263504,1,1,2,0,2
18.0,0,3.0,3.0,1.0,3.0,18.0,2.0,1.0,3.0,3.625,128507.0,11.76373865654189,0,2,2,2,2
10.0,1,3.0,4.0,1.0,3.0,10.0,1.0,1.0,1.0,3.75,144714.0,11.882514659839895,1,1,1,0,2
18.0,1,7.0,5.0,3.0,6.0,18.0,6.0,2.0,6.0,3.875,57128.0,10.953049643228946,1,3,6,0,2
19.0,0,7.0,3.0,2.0,2.0,19.0,4.0,1.0,4.0,3.125,107090.0,11.58142488139492,1,2,2,0,2
15.0,1,9.0,3.0,3.0,5.0,23.0,3.0,0.0,1.0,3.75,42056.0,10.646757342499283,0,2,2,0,2
25.0,0,4.0,1.0,0.0,3.0,26.0,1.0,0.0,1.0,3.5,93369.0,11.444314663342436,1,3,1,1,0
10.0,0,8.0,1.0,5.0,4.0,10.0,4.0,1.0,4.0,3.625,64254.0,11.07059925762893,1,1,1,1,2
10.0,2,5.0,3.0,1.0,2.0,10.0,1.0,1.0,2.0,2.375,74483.0,11.218326190409364,1,1,1,0,2
5.0,1,9.0,6.0,1.0,2.0,6.0,7.0,3.0,3.0,4.0,4072.0,8.311889558230359,1,1,6,2,2
10.0,0,9.0,4.0,1.0,1.0,10.0,2.0,3.0,3.0,3.125,92508.0,11.435050406247262,1,1,2,2,2
5.0,1,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,60052.0,11.002966132532196,1,1,2,0,2
2.0,1,9.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,54616.0,10.908082159098116,1,0,5,2,2
10.0,0,3.0,2.0,0.0,2.0,10.0,2.0,0.0,2.0,3.0,69608.0,11.15063478224586,1,1,1,0,2
25.0,0,8.0,7.0,1.0,6.0,30.0,7.0,3.0,10.0,3.375,43.0,3.7612001156935615,1,3,6,2,2
7.0,0,5.0,3.0,5.0,4.0,7.0,4.0,5.0,5.0,3.375,58899.0,10.98357939156686,1,1,1,0,2
19.0,0,4.0,2.0,2.0,6.0,19.0,1.0,0.0,1.0,3.25,139216.0,11.843781962805808,0,2,1,0,2
4.0,0,6.0,5.0,1.0,2.0,5.0,4.0,1.0,6.0,3.125,74483.0,11.218326190409364,1,1,1,2,2
2.0,0,6.0,5.0,4.0,2.0,10.0,1.0,0.0,2.0,3.5,58899.0,10.98357939156686,1,1,1,0,2
3.0,2,2.0,0.0,1.0,4.0,12.0,1.0,0.0,0.0,2.25,21534.0,9.977388360375665,1,1,2,1,2
8.0,0,3.0,3.0,2.0,5.0,8.0,0.0,0.0,2.0,3.375,143281.0,11.872563016051387,1,1,1,1,2
4.0,2,3.0,1.0,0.0,2.0,5.0,2.0,1.0,1.0,2.875,58899.0,10.98357939156686,1,1,1,2,2
5.0,0,4.0,1.0,1.0,1.0,5.0,2.0,0.0,3.0,3.375,37481.0,10.531589416892908,1,1,1,2,2
19.0,2,4.0,3.0,2.0,1.0,20.0,2.0,1.0,1.0,2.625,64254.0,11.07059925762893,1,2,1,0,2
2.0,2,6.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,2.875,38552.0,10.559763258320167,1,1,2,0,2
9.0,2,4.0,4.0,1.0,1.0,9.0,2.0,1.0,2.0,2.75,64254.0,11.07059925762893,0,1,1,0,2
20.0,2,7.0,2.0,1.0,8.0,20.0,4.0,3.0,3.0,2.375,52909.0,10.87632873570067,1,2,6,0,0
5.0,0,2.0,2.0,3.0,1.0,7.0,2.0,4.0,2.0,3.25,85672.0,11.358281330080713,1,1,1,2,2
30.0,0,10.0,0.0,1.0,7.0,30.0,2.0,0.0,0.0,3.25,107090.0,11.58142488139492,1,3,2,0,2
10.0,0,7.0,3.0,3.0,4.0,10.0,3.0,2.0,4.0,3.5,102883.0,11.541347699232922,1,1,6,2,2
16.0,0,7.0,6.0,1.0,3.0,16.0,6.0,1.0,2.0,3.25,80317.0,11.293736583630396,1,2,2,2,2
5.0,0,2.0,1.0,4.0,3.0,5.0,2.0,1.0,2.0,3.25,28486.0,10.257168017494532,1,1,1,2,2
6.0,1,4.0,5.0,1.0,4.0,13.0,3.0,3.0,5.0,3.75,262369.0,12.47750718882906,1,1,2,0,2
3.0,1,9.0,2.0,4.0,6.0,5.0,3.0,2.0,4.0,4.25,23348.0,10.058266606323684,1,0,5,1,2
8.0,2,14.0,3.0,1.0,6.0,8.0,7.0,0.0,2.0,2.875,101735.0,11.530126672290002,0,1,2,1,2
2.0,0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,3.5,72621.0,11.193009415184726,1,0,1,2,2
3.0,2,6.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.875,51403.0,10.847451815498795,1,0,1,0,2
14.0,0,6.0,4.0,1.0,3.0,14.0,5.0,2.0,4.0,3.25,66396.0,11.10339209268611,1,2,1,2,2
24.0,0,5.0,1.0,1.0,2.0,24.0,3.0,6.0,0.0,3.25,42836.0,10.665134149520766,0,3,1,0,2
14.0,0,9.0,1.0,1.0,2.0,11.0,2.0,3.0,7.0,3.5,133862.0,11.804564697526134,1,1,6,2,2
7.0,1,8.0,3.0,6.0,8.0,10.0,2.0,2.0,4.0,3.75,64254.0,11.07059925762893,1,1,1,0,2
16.0,0,6.0,3.0,1.0,1.0,16.0,4.0,6.0,4.0,3.0,160634.0,11.98688376419034,1,1,6,2,2
6.0,1,5.0,9.0,1.0,5.0,7.0,7.0,3.0,5.0,4.0,120000.0,11.695247021764184,0,1,1,2,2
14.0,0,5.0,1.0,1.0,5.0,14.0,2.0,0.0,1.0,3.625,44959.0,10.713506242327334,1,2,1,2,5
1.0,0,5.0,5.0,3.0,2.0,2.0,1.0,0.0,10.0,3.25,69608.0,11.15063478224586,0,0,1,1,2
6.0,2,4.0,2.0,2.0,2.0,6.0,5.0,4.0,3.0,2.625,91371.0,11.422683420444104,1,1,6,2,2
4.0,0,5.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,3.25,57514.0,10.95978367541029,1,1,0,0,2
10.0,0,2.0,0.0,1.0,1.0,10.0,7.0,4.0,1.0,3.375,86271.0,11.365248783518457,1,1,2,0,2
0.5,0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,71750.0,11.180943133621868,1,0,1,0,2
14.0,1,6.0,1.0,3.0,2.0,18.0,5.0,2.0,3.0,4.25,132260.0,11.792524961228654,0,1,6,2,2
26.0,1,12.0,1.0,4.0,3.0,28.0,9.0,2.0,8.0,3.75,11282.0,9.330963814299922,1,3,1,2,2
5.0,0,5.0,2.0,1.0,3.0,5.0,2.0,0.0,3.0,3.375,57423.0,10.95820019891422,0,1,1,2,2
3.0,1,2.0,2.0,1.0,3.0,7.0,0.0,0.0,1.0,3.75,53545.0,10.888277700834976,1,1,6,0,2
10.0,2,2.0,2.0,1.0,3.0,8.0,1.0,1.0,1.0,2.75,59970.0,11.001599716162556,1,1,1,2,2
5.0,2,3.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.75,47119.0,10.760431595689404,1,1,4,2,2
6.0,1,10.0,1.0,2.0,5.0,6.0,2.0,3.0,1.0,4.25,56757.0,10.946534275754528,1,1,2,1,2
7.0,1,6.0,3.0,2.0,1.0,7.0,6.0,3.0,3.0,4.125,60417.0,11.009025801274973,1,1,2,2,2
30.0,1,5.0,2.0,2.0,2.0,30.0,3.0,2.0,6.0,3.75,107090.0,11.58142488139492,1,4,0,2,2
5.0,1,8.0,0.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,18051.0,9.800956363888462,1,1,0,1,2
10.0,2,9.0,1.0,1.0,6.0,10.0,4.0,0.0,3.0,2.75,46049.0,10.737461325921066,1,1,5,0,2
2.0,1,5.0,2.0,1.0,5.0,2.0,2.0,0.0,2.0,3.75,49261.0,10.804887971915088,1,0,2,0,2
7.0,1,4.0,4.0,3.0,2.0,7.0,3.0,1.0,2.0,3.75,51441.0,10.84819079884696,1,1,1,2,2
35.0,0,4.0,1.0,1.0,3.0,38.0,1.0,1.0,4.0,3.0,55285.0,10.920256902976504,1,4,2,0,2
21.0,0,4.0,5.0,5.0,5.0,21.0,2.0,2.0,3.0,3.375,109231.0,11.601220184789732,1,2,4,0,2
8.0,2,1.0,2.0,1.0,3.0,13.0,2.0,2.0,2.0,2.875,67466.0,11.119379046255592,0,1,4,0,2
15.0,0,5.0,4.0,5.0,3.0,27.0,3.0,2.0,3.0,3.125,88884.0,11.39508742780129,1,2,2,0,2
2.0,0,4.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,3.625,57974.0,10.967749913160826,1,0,6,1,2
4.0,1,5.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,4.125,84112.0,11.339904523059229,1,1,2,2,2
22.0,0,3.0,2.0,2.0,5.0,26.0,4.0,5.0,9.0,3.125,160634.0,11.98688376419034,1,2,1,2,2
17.0,2,4.0,2.0,2.0,5.0,15.0,1.0,0.0,5.0,2.75,80317.0,11.293736583630396,1,2,4,0,2
25.0,0,3.0,1.0,0.0,3.0,25.0,1.0,1.0,2.0,3.0,96381.0,11.476064365737097,0,3,6,2,2
13.0,0,3.0,2.0,1.0,2.0,13.0,3.0,5.0,3.0,3.125,205765.0,12.234490019891668,1,2,2,2,2
18.0,1,7.0,0.0,2.0,2.0,18.0,3.0,1.0,2.0,4.25,85672.0,11.358281330080713,1,2,1,2,2
5.0,1,7.0,2.0,2.0,2.0,12.0,6.0,2.0,4.0,3.875,80121.0,11.291293270979947,1,2,4,0,2
22.0,2,9.0,4.0,0.0,2.0,22.0,3.0,3.0,6.0,1.875,186207.0,12.13461423710343,1,2,1,0,2
4.0,2,8.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.625,64254.0,11.07059925762893,1,1,1,0,2
12.0,0,6.0,3.0,1.0,4.0,15.0,6.0,3.0,3.0,3.25,58899.0,10.98357939156686,1,2,5,2,2
51.0,2,2.0,1.0,1.0,1.0,50.0,1.0,1.0,2.0,2.5,2611.0,7.867488568699128,1,0,3,2,5
3.0,0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,3.25,136552.0,11.82446077344417,1,1,2,2,2
8.0,0,8.0,2.0,2.0,3.0,8.0,4.0,1.0,3.0,3.125,53.0,3.970291913552122,1,2,1,0,2
17.0,1,5.0,3.0,1.0,1.0,17.0,3.0,3.0,7.0,4.375,133862.0,11.804564697526134,1,2,1,0,2
10.0,2,4.0,6.0,4.0,4.0,10.0,3.0,1.0,3.0,2.625,61041.0,11.019301048524012,1,1,2,0,2
8.0,1,1.0,3.0,2.0,4.0,7.0,0.0,0.0,2.0,3.875,107090.0,11.58142488139492,1,1,2,0,2
20.0,0,6.0,1.0,2.0,2.0,20.0,2.0,3.0,3.0,3.625,165260.0,12.015275270255175,1,2,2,0,4
27.0,2,10.0,0.0,1.0,3.0,27.0,3.0,0.0,3.0,2.875,66396.0,11.10339209268611,0,3,2,0,2
9.0,1,4.0,1.0,4.0,4.0,10.0,1.0,0.0,1.0,4.125,26772.0,10.195111844220532,1,1,6,1,2
4.0,1,6.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,3.75,53545.0,10.888277700834976,1,1,1,0,2
4.0,1,2.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,4.125,31583.0,10.36037428013116,1,1,2,0,2
3.0,0,3.0,1.0,1.0,6.0,3.0,2.0,0.0,2.0,3.625,63475.0,11.058401406572878,1,1,2,0,2
26.0,2,13.0,2.0,2.0,4.0,30.0,11.0,2.0,8.0,2.5,96381.0,11.476064365737097,1,3,6,2,2
2.0,0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,73035.0,11.19869405728491,1,0,5,2,6
13.0,0,5.0,2.0,1.0,3.0,13.0,3.0,0.0,3.0,3.125,137075.0,11.82828350027225,0,1,2,0,2
20.0,0,3.0,0.0,2.0,3.0,20.0,2.0,1.0,4.0,3.375,26987.0,10.203110547555555,0,3,0,2,2
12.0,0,7.0,1.0,3.0,6.0,12.0,3.0,0.0,5.0,3.25,58899.0,10.98357939156686,1,2,4,2,2
11.0,0,7.0,3.0,3.0,3.0,11.0,2.0,1.0,2.0,3.375,98069.0,11.493426591536172,1,1,2,2,2
11.0,0,1.0,4.0,2.0,4.0,11.0,0.0,1.0,6.0,3.125,56227.0,10.93715234755992,0,2,2,1,2
10.0,1,5.0,3.0,2.0,9.0,14.0,5.0,1.0,7.0,4.375,34269.0,10.441996434402055,1,1,1,1,2
12.0,1,4.0,2.0,1.0,2.0,10.0,4.0,1.0,1.0,3.875,64254.0,11.07059925762893,1,2,6,0,2
6.0,0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,4.0,3.25,90613.0,11.414352969596392,1,1,2,2,2
36.0,0,3.0,1.0,1.0,1.0,43.0,1.0,1.0,2.0,3.5,112444.0,11.630210598916348,1,4,2,1,2
20.0,0,3.0,5.0,1.0,1.0,20.0,3.0,3.0,5.0,3.375,115177.0,11.654225354532882,1,2,1,2,2
10.0,1,6.0,3.0,3.0,2.0,10.0,1.0,2.0,10.0,3.875,74963.0,11.224749937456188,1,2,1,2,2
5.0,0,7.0,2.0,3.0,3.0,6.0,4.0,2.0,5.0,3.625,37481.0,10.531589416892908,0,1,0,0,2
9.0,1,1.0,1.0,4.0,3.0,9.0,0.0,2.0,2.0,4.25,17825.0,9.788357245282496,0,1,1,1,2
6.0,1,6.0,2.0,0.0,4.0,6.0,5.0,2.0,2.0,3.875,17658.0,9.778944217461529,1,1,1,2,2
20.0,2,4.0,0.0,1.0,3.0,20.0,2.0,1.0,5.0,2.75,38552.0,10.559763258320167,1,3,6,2,2
1.0,1,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,3.75,21418.0,9.97198696896082,1,1,6,2,2
9.0,0,3.0,4.0,1.0,1.0,9.0,3.0,2.0,6.0,3.625,80317.0,11.293736583630396,1,1,2,2,2
10.0,2,6.0,6.0,3.0,7.0,10.0,1.0,2.0,6.0,2.625,42836.0,10.665134149520766,0,1,2,2,2
11.0,2,1.0,3.0,2.0,2.0,11.0,1.0,1.0,5.0,2.375,37481.0,10.531589416892908,1,2,2,0,2
4.0,0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,3.125,35982.0,10.490774092396563,1,0,5,0,2
10.0,2,5.0,4.0,4.0,3.0,10.0,1.0,2.0,6.0,2.25,74963.0,11.224749937456188,1,1,2,0,2
10.0,1,3.0,3.0,1.0,3.0,13.0,1.0,0.0,2.0,4.5,64254.0,11.07059925762893,1,1,1,2,2
8.0,0,4.0,2.0,1.0,3.0,8.0,2.0,0.0,2.0,3.375,64254.0,11.07059925762893,1,1,2,2,2
8.0,2,7.0,5.0,2.0,3.0,8.0,4.0,6.0,2.0,2.375,80000.0,11.289781913656018,1,1,1,0,2
5.0,2,5.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.375,49261.0,10.804887971915088,1,1,4,1,2
7.0,0,5.0,6.0,1.0,3.0,7.0,2.0,2.0,4.0,3.625,111724.0,11.623786823213376,1,1,1,0,2
6.0,0,4.0,3.0,2.0,3.0,6.0,3.0,3.0,5.0,3.125,80317.0,11.293736583630396,1,1,2,0,2
19.0,0,5.0,1.0,2.0,2.0,19.0,1.0,0.0,5.0,3.5,47119.0,10.760431595689404,1,2,2,0,2
6.0,0,3.0,3.0,1.0,4.0,6.0,5.0,1.0,2.0,3.5,161380.0,11.991517111402498,1,1,2,2,2
3.0,2,11.0,4.0,0.0,3.0,4.0,9.0,6.0,2.0,2.75,25701.0,10.154285180632154,0,0,5,2,2
10.0,1,4.0,6.0,3.0,6.0,11.0,9.0,15.0,4.0,4.0,52138.0,10.861649328485589,1,2,1,0,2
2.0,0,5.0,5.0,2.0,9.0,17.0,7.0,5.0,12.0,3.375,123153.0,11.721182763787905,1,2,1,2,2
7.0,0,1.0,4.0,1.0,3.0,7.0,0.0,2.0,3.0,3.5,55987.0,10.93287479991082,1,1,1,2,2
13.0,0,5.0,2.0,1.0,2.0,13.0,3.0,0.0,2.0,3.5,71750.0,11.180943133621868,1,2,2,2,2
5.0,1,3.0,4.0,1.0,2.0,11.0,1.0,3.0,3.0,4.5,111724.0,11.623786823213376,1,1,2,2,2
7.0,0,1.0,2.0,1.0,3.0,7.0,2.0,1.0,2.0,3.375,140322.0,11.851695060640123,1,1,5,0,1
4.0,0,4.0,2.0,2.0,3.0,7.0,1.0,1.0,5.0,3.25,23430.0,10.06177253150184,1,1,6,2,2
8.0,2,4.0,2.0,2.0,3.0,8.0,3.0,1.0,6.0,2.625,92097.0,11.430597648422976,1,1,1,2,2
1.0,0,7.0,4.0,1.0,3.0,1.0,6.0,2.0,4.0,3.5,54368.0,10.90353102447166,1,1,1,0,2
8.0,0,5.0,4.0,3.0,4.0,8.0,2.0,2.0,2.0,3.25,43907.0,10.689829039654898,1,1,6,2,2
22.0,1,6.0,2.0,2.0,4.0,22.0,2.0,1.0,2.0,4.0,69608.0,11.15063478224586,1,2,1,2,2
1.0,2,8.0,5.0,3.0,7.0,2.0,6.0,3.0,6.0,2.625,25701.0,10.154285180632154,1,1,6,0,2
12.0,2,6.0,2.0,2.0,2.0,12.0,3.0,1.0,1.0,2.125,93460.0,11.445288816254417,1,2,0,0,2
12.0,1,5.0,5.0,2.0,2.0,12.0,3.0,5.0,5.0,3.875,64254.0,11.07059925762893,1,2,2,2,2
9.0,1,6.0,1.0,2.0,5.0,10.0,4.0,2.0,1.0,4.125,39623.0,10.587165036719648,1,1,0,0,2
5.0,0,5.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,3.375,85672.0,11.358281330080713,1,1,1,2,2
23.0,2,4.0,4.0,1.0,5.0,30.0,5.0,1.0,3.0,2.875,82927.0,11.325715981703492,1,3,2,0,2
5.0,0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,3.375,51403.0,10.847451815498795,1,1,5,0,2
18.0,1,3.0,3.0,1.0,4.0,18.0,2.0,2.0,1.0,3.875,118283.0,11.680835337188896,1,2,2,0,2
1.0,0,7.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,3.375,44442.0,10.701940247241344,1,1,2,2,2
7.0,0,4.0,4.0,1.0,2.0,7.0,0.0,3.0,6.0,3.25,60584.0,11.01178611079366,1,1,1,2,1
10.0,0,6.0,0.0,2.0,3.0,10.0,2.0,0.0,1.0,3.0,53545.0,10.888277700834976,1,1,1,1,2
15.0,0,2.0,3.0,3.0,5.0,15.0,3.0,1.0,9.0,3.125,4902.0,8.497398564088058,1,3,2,0,0
15.0,0,7.0,8.0,2.0,3.0,15.0,5.0,3.0,3.0,3.5,69106.0,11.14339683666637,1,2,2,1,2
3.0,0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.375,40694.0,10.613835940415848,1,0,6,0,2
14.0,2,9.0,4.0,4.0,3.0,14.0,1.0,0.0,1.0,2.125,66836.0,11.109997136514034,1,2,1,1,2
6.0,0,6.0,2.0,2.0,4.0,6.0,6.0,5.0,5.0,3.375,68907.0,11.140513048357864,1,1,2,0,2
6.0,0,4.0,2.0,1.0,1.0,6.0,0.0,1.0,2.0,3.125,200000.0,12.206072645530174,1,2,1,2,3
5.0,2,5.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,2.625,50332.0,10.82639633671186,1,1,1,2,2
21.0,1,5.0,2.0,1.0,2.0,25.0,2.0,3.0,3.0,4.625,53545.0,10.888277700834976,1,2,1,2,2
13.0,0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,3.0,3.375,55687.0,10.927502005497212,1,2,6,0,2
0.5,2,7.0,2.0,3.0,4.0,1.0,5.0,1.0,3.0,2.625,909.0,6.812345094177479,1,0,5,2,2
18.0,1,14.0,3.0,3.0,1.0,17.0,3.0,2.0,9.0,4.0,85672.0,11.358281330080713,1,2,4,0,2
2.0,0,3.0,3.0,1.0,1.0,7.0,4.0,0.0,3.0,3.25,2632.0,7.875499292445208,0,1,2,2,2
24.0,1,4.0,1.0,2.0,1.0,26.0,0.0,0.0,7.0,3.75,65691.0,11.092717208787851,1,2,4,2,2
17.0,2,4.0,3.0,1.0,3.0,17.0,4.0,1.0,6.0,2.0,50868.0,10.836989321140637,1,2,2,0,2
1.0,2,6.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,2.875,24828.0,10.119727327533544,1,1,6,1,2
25.0,0,14.0,1.0,1.0,3.0,26.0,3.0,8.0,0.0,3.25,2.0,0.6931471805599453,1,3,1,2,5
4.0,0,11.0,0.0,1.0,7.0,7.0,1.0,0.0,1.0,3.625,25701.0,10.154285180632154,1,1,1,1,2
2.0,0,7.0,3.0,1.0,11.0,3.0,6.0,2.0,8.0,3.0,53545.0,10.888277700834976,1,0,5,0,2
10.0,0,7.0,1.0,1.0,5.0,13.0,2.0,0.0,3.0,3.125,33028.0,10.40511096553732,1,1,4,1,2
2.0,0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.125,26319.0,10.178046390796494,1,1,1,0,2
6.0,1,8.0,4.0,1.0,6.0,6.0,5.0,0.0,2.0,3.75,53948.0,10.895775898636748,1,1,2,0,2
4.0,1,5.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.875,51641.0,10.852071209606546,1,3,1,1,2
17.0,0,3.0,4.0,3.0,3.0,25.0,4.0,1.0,3.0,3.125,80317.0,11.293736583630396,1,3,2,0,2
9.0,0,4.0,4.0,2.0,5.0,12.0,2.0,1.0,6.0,3.625,49618.0,10.812108950105376,1,1,2,0,2
1.0,0,6.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,57514.0,10.95978367541029,1,0,4,0,2
15.0,0,8.0,4.0,1.0,5.0,15.0,2.0,1.0,6.0,3.5,128082.0,11.760425962789157,1,1,1,2,4
7.0,1,7.0,4.0,1.0,3.0,7.0,5.0,3.0,6.0,4.0,48687.0,10.793167332983993,1,1,1,0,2
7.0,0,3.0,3.0,1.0,3.0,8.0,4.0,1.0,3.0,3.125,53545.0,10.888277700834976,1,1,1,0,2
7.0,0,5.0,3.0,1.0,3.0,7.0,0.0,0.0,1.0,3.0,64254.0,11.07059925762893,1,1,1,0,2
0.5,1,13.0,1.0,1.0,9.0,1.0,2.0,2.0,5.0,4.25,25701.0,10.154285180632154,1,0,2,0,2
